week number,Store,Cigarette Name,Cigarette UPC,Item Number,Sell Unit Quantity,Cost,Sales,Quantity Sold,Total Cartons Sold,Average Cartons Sold Weekly,Order
7,3,MARLBORO SMOOTH MEN 100 BOX,2820000303,50806,1,39.41,44.15,7,0.7,0.34166666666666673,False
7,3,CAMEL BLUE REG KS BOX,1230000007,50813,1,28.41,31.150000000000002,5,0.5,0.2888888888888889,False
7,3,CAMEL CRUSH MEN 50 OFF,1230050280,50941,1,20.72,23.32,4,0.4,0.3833333333333333,False
7,3,CAMEL CRUSH MEN SLVR 50 OFF,1230050283,50920,1,25.91,29.15,5,0.5,0.3,False
7,3,EAGLE BLUE 100 BX,1100000287,51001,1,10.350000000000001,14.49,3,0.3,0.18181818181818182,False
7,3,EAGLE RED 100 BX,1100000288,50999,1,10.350000000000001,14.49,3,0.3,0.3230769230769231,False
7,3,KOOL BLUE MEN KS BX,9050000086,50900,1,28.29,29.4,5,0.5,0.2833333333333333,False
7,3,KOOL FF MEN KS BX,9050000071,50834,1,28.29,29.4,5,0.5,0.6181818181818182,False
7,3,L & M REG KS BOX,2820030982,50763,1,41.650000000000006,41.36,8,0.8,1.2615384615384617,False
7,3,KOOL FF MEN KS SP,9050000072,50852,1,16.97,17.64,3,0.3,0.3153846153846154,False
7,3,L & M BLUE REG KS BOX,2820031001,50782,10,52.07,46.59,1,1.0,1.3038461538461539,False
7,3,L & M BLUE REG KS BOX,2820031002,50782,1,20.830000000000002,20.68,4,0.4,1.3038461538461539,False
7,3,L & M BOLD KS BOX,2820031552,50757,1,20.82,20.68,4,0.4,0.325,False
7,3,L & M MEN 100 BOX,2820031042,50781,1,161.42999999999998,160.27,31,3.1,2.5933333333333337,True
7,3,L & M MENTHOL KS BOX,2820031032,50762,1,140.58999999999997,139.59,27,2.7,1.785714285714286,True
7,3,L & M REG 100 BOX,2820030992,50775,1,26.040000000000003,25.85,5,0.5,0.6846153846153846,False
7,3,MARLBORO SILVER MENTHOL KS BOX,2820000481,50819,1,16.89,18.85,3,0.3,0.4166666666666667,False
7,3,MARLBORO SP BLD GLD KING BX 50 OFF,2820017481,50933,1,30.770000000000003,33.3,6,0.6,0.9166666666666669,False
7,3,MARLBORO SP BLD BLACK 100 BX,2820000953,50882,1,33.78,35.8,6,0.6,0.288888888888889,False
7,3,PYRAMID SILVER MEN 100 BX,1100000407,50753,1,25.36,31.799999999999997,6,0.6,0.4090909090909091,False
7,3,PALLMALL BLUE REG KS BX,2720000854,50769,1,114.61999999999999,106.25999999999999,22,2.2,1.738461538461539,True
7,3,PALLMALL MEN 100 BX,2720000865,50786,1,15.63,14.49,3,0.3,1.2076923076923076,False
7,3,PALLMALL MEN 100 BX,2720001865,50786,10,52.09,42.69,1,1.0,1.2076923076923076,False
7,3,PALLMALL MEN KS BX,2720000859,50778,1,52.1,48.3,10,1.0,0.6692307692307693,True
7,3,PALLMALL ORANGE REG 100 BX,2720000185,50764,1,26.05,24.15,5,0.5,0.6357142857142858,False
7,3,PALLMALL RED KS BX,2720000851,50788,1,57.31,53.129999999999995,11,1.1,1.03,True
7,3,PYRAMID RED KS BX,1100000492,50735,1,4.23,5.3,1,0.1,0.14285714285714285,False
7,3,SALEM GOLD 100 BX,9050000094,50889,1,11.62,13.86,2,0.2,0.2545454545454546,False
7,3,PALL MALL RED BX 100  50 OFF,2720000391,50731,1,277.84000000000003,255.47,59,5.9,4.466666666666667,True
7,3,SALEM MEN KS BX,9050000090,50857,1,5.81,6.93,1,0.1,0.15000000000000005,False
7,3,SALEM SLIM 100 BX,9050000092,50717,1,5.81,6.93,1,0.1,0.1625,False
7,3,WINSTON GOLD REG 100 BX,9050000061,50888,1,5.66,5.85,1,0.1,0.22000000000000003,False
7,3,WINSTON RED REG 100 BX,9050000058,50891,1,5.66,5.85,1,0.1,0.17142857142857146,False
7,3,WINSTON RED REG KS BX,9050000057,50826,1,5.66,5.85,1,0.1,0.35000000000000003,False
7,3,WINSTON RED REG KS BX,9050010009,50826,10,56.55,54.39,1,1.0,0.35000000000000003,True
7,3,MARLBORO SP BLD BLACK KS BX,2820000952,50820,1,61.93000000000001,65.05,11,1.1,1.2090909090909092,False
7,3,PALLMALL BLACK MEN100 50 OFF,2720034740,50970,1,51.81,47.629999999999995,11,1.1,1.0,True
7,3,PYRAMID RED 100 BX,1100000408,50750,1,8.45,10.6,2,0.2,0.35454545454545455,False
7,3,PALL MALL MEN BX 100  50 OFF,2720000389,50727,1,80.07,73.61,17,1.7,1.64,True
7,3,NEWPORT 100 BOX,2610000573,50905,1,1014.76,1117.18,166,16.6,16.466666666666665,True
7,3,PALL MALL BLUE BX 100  50 OFF,2720000387,50755,1,84.77,77.94,18,1.8,1.9875,False
7,3,MARLBORO SP BLD MEN BLACK 100 BX,2820000964,50896,1,5.63,6.15,1,0.1,0.65,False
7,3,MARLBORO SP BLD MEN BLACK 100 BX,2820019640,50896,10,56.28,57.79,1,1.0,0.65,True
7,3,MARLBORO SP BLD MEN BLACK BX,2820000954,50844,1,11.26,12.3,2,0.2,0.6,False
7,3,MAVERICK MEN 100 BX,9050000051,50752,1,75.99,86.87,17,1.7,1.9153846153846152,False
7,3,MAVERICK MEN KS BX,9050000054,50771,1,13.41,15.330000000000002,3,0.3,0.3076923076923077,False
7,3,MAVERICK REG KS BX,9050000046,50774,1,4.47,5.11,1,0.1,0.21666666666666667,False
7,3,MARLBORO SP BLD GOLD KS BX,2820000422,50827,1,33.78,35.8,6,0.6,0.9099999999999999,False
7,3,NEWPORT 100 SP,2610000577,50822,1,268.98,296.12,44,4.4,4.9,False
7,3,NEWPORT KS SP,2610000578,50793,1,146.72,161.52,24,2.4,2.5076923076923077,False
7,3,NEWPORT NON MEN 100 BX,2610000657,50838,1,33.77,41.650000000000006,7,0.7,0.5153846153846154,False
7,3,NEWPORT NON MEN KS BX,2610000656,50867,1,14.47,17.85,3,0.3,0.2818181818181818,False
7,3,NEWPORT PLTNM BL BX 100,2610001622,50860,1,6.11,5.93,1,0.1,0.20833333333333337,False
7,3,NEWPORT PLTNM BL BX KS,2610001628,50873,1,6.11,5.93,1,0.1,0.3923076923076923,False
7,3,NEWPORT KS BOX,2610000575,50829,1,434.02000000000004,477.83000000000004,71,7.1,8.806666666666667,False
6,3,MARLBORO MEN BLK SP BLD BX  50 OFF,2820017478,50937,1,10.26,11.3,2,0.2,0.6666666666666666,False
6,3,MARLBORO BOLD ICE BOX,2820033132,10991,1,11.26,10.7,2,0.2,0.2090909090909091,False
6,3,MARLBORO GLD MEN BX 50 OFF,2820017869,50930,1,30.770000000000003,35.7,6,0.6,0.8666666666666666,False
6,3,MARLBORO GLD MENTHOL KS BOX,2820000401,50818,1,28.14,31.25,5,0.5,0.9928571428571428,False
6,3,MARLBORO GOLD REG 100 BOX,2820000465,50877,1,5.63,6.35,1,0.1,0.27272727272727276,False
6,3,MARLBORO GOLD REG 72S BOX,2820000965,50886,1,16.89,17.049999999999997,3,0.3,0.4083333333333334,False
6,3,MARLBORO GOLD REG KS BOX,2820000384,50875,1,61.92,68.35,11,1.1,2.1,False
6,3,MARLBORO MEN BLK SP BLD 100  50 OF,2820017479,50922,1,25.64,28.25,5,0.5,0.5125000000000001,False
6,3,MARLBORO REG 100 BOX,2820000363,50848,1,22.52,25.4,4,0.4,0.6615384615384615,False
6,3,MARLBORO MEN SLATE 100 BX 50 OFF,2820017826,50952,1,5.13,5.65,1,0.1,0.10000000000000002,False
6,3,MARLBORO MENTHOL BX KS 50 OFF,2820017867,50921,1,5.13,5.95,1,0.1,0.525,False
6,3,MARLBORO NXT BX,2820031772,50831,1,28.14,29.75,5,0.5,0.3666666666666667,False
6,3,MARLBORO REG 72 S BOX,2820000963,50842,1,16.89,17.049999999999997,3,0.3,0.5928571428571427,False
6,3,MARLBORO REG KS BOX,2820000357,50897,1,28.14,30.75,5,0.5,0.8307692307692307,False
6,3,MARLBORO REG KS SP,2820000358,50720,1,28.15,31.249999999999996,5,0.5,0.24285714285714285,False
6,3,MARLBORO SILVER 100 BOX,2820014780,50890,10,56.28,60.09,1,1.0,0.9461538461538461,True
6,3,MARLBORO BLUE MENTHOL 100 BOX,2820000377,50865,1,5.63,6.45,1,0.1,0.10000000000000002,False
6,3,MARLBORO BLUE MENTHOL KS BOX,2820000376,50837,1,11.26,12.9,2,0.2,0.44666666666666666,False
6,3,MARLBORO SILVER MENTHOL KS BOX,2820000481,50819,1,16.89,18.85,3,0.3,0.4166666666666667,False
6,3,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,50947,1,35.89,37.45,7,0.7,0.95,False
6,3,MARL SPCL BLD RED KS BX,2820000565,50841,1,5.63,6.05,1,0.1,0.16,False
6,3,CAMEL CRUSH MEN 50 OFF,1230050280,50941,1,15.54,17.490000000000002,3,0.3,0.3833333333333333,False
6,3,EAGLE BLUE 100 BX,1100000287,51001,1,3.45,4.83,1,0.1,0.18181818181818182,False
6,3,EAGLE RED 100 BX,1100000288,50999,1,13.8,19.32,4,0.4,0.3230769230769231,False
6,3,EAGLE RED KS BX,1100000283,50998,1,3.45,4.83,1,0.1,0.1,False
6,3,KOOL FF MEN 100 BX,9050000073,50887,1,73.53,76.44,13,1.3,1.8846153846153846,False
6,3,KOOL FF MEN KS BX,9050000071,50834,1,28.28,29.4,5,0.5,0.6181818181818182,False
6,3,KOOL FF MEN KS SP,9050000072,50852,1,11.32,11.76,2,0.2,0.3153846153846154,False
6,3,L & M BLUE REG 100 BOX,2820031022,50759,1,41.66,41.36,8,0.8,0.9153846153846156,False
6,3,L & M BLUE REG KS BOX,2820031001,50782,10,156.21,139.77,3,3.0,1.3038461538461539,True
6,3,L & M BLUE REG KS BOX,2820031002,50782,1,20.830000000000002,20.68,4,0.4,1.3038461538461539,False
6,3,L & M MEN 100 BOX,2820031042,50781,1,83.31,82.72,16,1.6,2.5933333333333337,False
6,3,L & M MENTHOL KS BOX,2820031032,50762,1,57.279999999999994,56.87,11,1.1,1.785714285714286,False
6,3,L & M REG 100 BOX,2820030992,50775,1,36.449999999999996,36.19,7,0.7,0.6846153846153846,False
6,3,L & M REG KS BOX,2820030982,50763,1,31.24,31.02,6,0.6,1.2615384615384617,False
6,3,MARL MEN ICE BX K 50 OFF,2820017916,51299,1,15.39,17.85,3,0.3,0.36153846153846164,False
6,3,MARLBORO SILVER KS BOX,2820000477,50802,1,39.41,42.949999999999996,7,0.7,1.025,False
6,3,CAMEL CRUSH 50 CENT OFF,1230050274,50974,1,5.18,5.83,1,0.1,0.17142857142857146,False
6,3,MARLBORO SMOOTH MEN 100 BOX,2820000303,50806,1,22.52,24.8,4,0.4,0.34166666666666673,False
6,3,PALLMALL WHITE 100 MEN BX,2720034734,50760,1,15.629999999999999,14.49,3,0.3,0.13999999999999999,False
6,3,PALLMALL BLUE REG KS BX,2720000854,50769,1,104.2,96.6,20,2.0,1.738461538461539,True
6,3,PALLMALL MEN 100 BX,2720000865,50786,1,41.68,38.64,8,0.8,1.2076923076923076,False
6,3,PALLMALL MEN KS BX,2720000859,50778,1,31.26,28.979999999999997,6,0.6,0.6692307692307693,False
6,3,PALLMALL ORANGE REG 100 BX,2720000185,50764,1,57.300000000000004,53.129999999999995,11,1.1,0.6357142857142858,True
6,3,PALLMALL RED KS BX,2720000851,50788,1,72.94,67.62,14,1.4,1.03,True
6,3,PALLMALL RED REG 100 BX,2720000867,50796,1,187.52,173.88,36,3.6,1.9777777777777779,True
6,3,PALLMALL RED REG 100 BX,2720001867,50796,10,52.09,42.69,1,1.0,1.9777777777777779,False
6,3,PYRAMID GOLD MEN 100 BX,1100000409,50724,1,4.23,5.3,1,0.1,0.175,False
6,3,MARLBORO SMOOTH MENTHOL KS BOX,2820000323,50855,1,16.89,19.35,3,0.3,0.5333333333333334,False
6,3,PYRAMID RED 100 BX,1100000408,50750,1,4.23,5.3,1,0.1,0.35454545454545455,False
6,3,PYRAMID RED KS BX,1100000492,50735,1,8.45,10.6,2,0.2,0.14285714285714285,False
6,3,PYRAMID SILVER MEN 100 BX,1100000407,50753,1,4.23,5.3,1,0.1,0.4090909090909091,False
6,3,SALEM GOLD 100 BX,9050000094,50889,1,11.62,13.86,2,0.2,0.2545454545454546,False
6,3,SALEM SLIM 100 BX,9050000092,50717,1,5.81,6.93,1,0.1,0.1625,False
6,3,WINSTON GOLD REG 100 BX,9050000061,50888,1,28.28,29.25,5,0.5,0.22000000000000003,False
6,3,WINSTON RED REG 100 BX,9050000058,50891,1,16.97,17.55,3,0.3,0.17142857142857146,False
6,3,PALLMALL BLUE REG 100 BX,2720001862,50784,10,52.09,42.69,1,1.0,0.9733333333333334,True
6,3,PALLMALL BLUE REG 100 BX,2720000862,50784,1,41.67,38.64,8,0.8,0.9733333333333334,False
6,3,PALLMALL BLACK 100 MEN BX,2720034728,50751,1,36.47,33.81,7,0.7,0.5727272727272726,False
6,3,PALL MALL CLAS M SILVER BX 100,2720000417,50885,1,5.21,4.83,1,0.1,0.225,False
6,3,MARLBORO SP BLD BLACK 100 BX,2820000953,50882,1,11.26,12.1,2,0.2,0.288888888888889,False
6,3,MARLBORO SP BLD GLD KING BX 50 OFF,2820017481,50933,1,46.150000000000006,49.949999999999996,9,0.9,0.9166666666666669,False
6,3,MAVERICK MEN 100 BX,9050000051,50752,1,76.0,86.87,17,1.7,1.9153846153846152,False
6,3,MAVERICK MEN KS BX,9050000054,50771,1,8.94,10.22,2,0.2,0.3076923076923077,False
6,3,MAVERICK REG KS BX,9050000046,50774,1,4.47,5.11,1,0.1,0.21666666666666667,False
6,3,NEWPORT 100 BOX,2610000573,50905,1,776.3599999999999,854.7099999999999,127,12.7,16.466666666666665,False
6,3,NEWPORT 100 SP,2610000577,50822,1,183.39,201.9,30,3.0,4.9,False
6,3,NEWPORT KS BOX,2610000575,50829,1,317.88,349.96,52,5.2,8.806666666666667,False
6,3,NEWPORT KS SP,2610000578,50793,1,116.14999999999999,127.87,19,1.9,2.5076923076923077,False
6,3,NEWPORT NON MEN 100 BX,2610000657,50838,1,4.82,5.95,1,0.1,0.5153846153846154,False
6,3,NEWPORT NON MEN KS BX,2610000656,50867,1,9.64,11.9,2,0.2,0.2818181818181818,False
6,3,NEWPORT PLTNM BL BX 100,2610001622,50860,1,12.22,11.86,2,0.2,0.20833333333333337,False
6,3,NEWPORT PLTNM BL BX KS,2610001628,50873,1,18.330000000000002,17.79,3,0.3,0.3923076923076923,False
6,3,NEWPORT SMOOTH SELECT 100 BX,2610000668,50823,1,6.11,5.93,1,0.1,0.225,False
6,3,NEWPORT SMOOTH SELECT BX,2610000670,50871,1,6.11,5.93,1,0.1,0.18333333333333335,False
6,3,CAMEL BLUE REG KS BOX,1230000007,50813,1,11.36,12.46,2,0.2,0.2888888888888889,False
